,g_mag,r_mag,int_color,num_rgb,num_cheb,num_agb,num_eagb,num_tpagb
443,22.147280870077704,21.658186290548763,0.4890945795289402,999,116,19,17,2
444,22.266210115143643,21.844131457104243,0.4220786580394014,996,116,16,15,1
445,22.255243471707512,21.801046172021003,0.45419729968651035,913,101,20,19,1
446,22.18678785804393,21.70070618101758,0.4860816770263531,931,108,15,15,0
447,22.205831728700865,21.742959736152386,0.46287199254848077,951,125,9,8,1
448,22.17412825012041,21.69989879310608,0.4742294570143334,973,124,7,7,0
449,22.257058368577628,21.768431364053264,0.4886270045243615,936,89,6,6,0
450,22.1606159792703,21.66475701037669,0.49585896889360603,936,109,20,20,0
451,22.19259081473102,21.699205227624894,0.4933855871061263,900,107,21,20,1
452,22.22695733098356,21.74708305405393,0.479874276929631,935,107,16,14,2
453,22.202676534436993,21.74402223059608,0.45865430384091543,975,116,13,12,1
454,22.111530706039595,21.60743174526186,0.5040989607777351,1001,125,19,17,2
455,22.136936626506433,21.62784726977529,0.5090893567311451,944,110,21,17,4
456,22.284416773057146,21.836098073759786,0.4483186992973578,914,105,22,21,1
457,22.09046341747878,21.5861648750122,0.5042985424665796,964,101,22,20,2
458,22.275965821949043,21.832580323869934,0.4433854980791077,925,110,20,18,2
459,22.251467372235968,21.78462173807727,0.46684563415869607,946,108,14,13,1
460,22.2044746299237,21.707689396951693,0.49678523297200433,936,103,15,14,1
461,22.17180222372141,21.68106358981295,0.4907386339084612,994,107,26,24,2
462,22.19188480005227,21.7202886267999,0.47159617325237446,983,114,12,12,0
463,22.205083276569404,21.724583481312926,0.48049979525647996,947,122,16,16,0
464,22.177282106973223,21.721168489443595,0.4561136175296266,980,124,14,13,1
465,22.227872942662245,21.737224040913503,0.49064890174873943,971,109,19,16,3
466,22.16045642645441,21.69466830336697,0.4657881230874395,986,124,20,16,4
467,22.139576401496104,21.66102709387657,0.4785493076195315,985,116,21,18,3
468,22.21360528503706,21.711318636268725,0.5022866487683376,915,89,16,15,1
469,22.15096784044393,21.67530885256965,0.47565898787428146,946,128,15,15,0
470,22.26406540862888,21.81435819359063,0.4497072150382544,954,114,16,15,1
471,22.249622840576567,21.76393050224504,0.48569233833152947,873,98,15,15,0
472,22.21566020558064,21.749884007616092,0.4657761979645485,955,110,12,11,1
